bootstrap_id,target_sample_type,row_quality_final,n,prop_within_type
5,abstention,usable_partial_limited_metadata,5,0.009881422924901186
5,voter,no_determinants,165,0.3340080971659919
5,voter,suspicious_determinants,5,0.010121457489878543
5,voter,too_many_missing_determinants,42,0.08502024291497975
5,voter,usable_complete,145,0.2935222672064777
5,voter,usable_complete_limited_metadata,2,0.004048582995951417
5,voter,usable_partial,135,0.2732793522267207
6,abstention,no_determinants,50,0.09881422924901186
6,abstention,suspicious_determinants,1,0.001976284584980237
6,abstention,too_many_missing_determinants,5,0.009881422924901186
6,abstention,usable_complete,398,0.7865612648221344
6,abstention,usable_complete_limited_metadata,14,0.02766798418972332
6,abstention,usable_partial,35,0.0691699604743083
6,abstention,usable_partial_limited_metadata,3,0.005928853754940711
6,voter,no_determinants,143,0.2894736842105263
6,voter,suspicious_determinants,3,0.006072874493927126
6,voter,too_many_missing_determinants,54,0.10931174089068826
6,voter,usable_complete,161,0.3259109311740891
6,voter,usable_complete_limited_metadata,5,0.010121457489878543
6,voter,usable_partial,126,0.2550607287449393
6,voter,usable_partial_limited_metadata,2,0.004048582995951417
7,abstention,no_determinants,46,0.09090909090909091
7,abstention,suspicious_determinants,1,0.001976284584980237
7,abstention,usable_complete,389,0.7687747035573123
7,abstention,usable_complete_limited_metadata,14,0.02766798418972332
7,abstention,usable_partial,51,0.1007905138339921
7,abstention,usable_partial_limited_metadata,5,0.009881422924901186
7,voter,no_determinants,166,0.3360323886639676
7,voter,too_many_missing_determinants,42,0.08502024291497975
7,voter,usable_complete,169,0.34210526315789475
7,voter,usable_complete_limited_metadata,4,0.008097165991902834
7,voter,usable_partial,113,0.22874493927125505
8,abstention,no_determinants,44,0.08695652173913043
8,abstention,too_many_missing_determinants,6,0.011857707509881422
8,abstention,usable_complete,401,0.7924901185770751
8,abstention,usable_complete_limited_metadata,19,0.037549407114624504
8,abstention,usable_partial,34,0.06719367588932806
8,abstention,usable_partial_limited_metadata,2,0.003952569169960474
8,voter,no_determinants,155,0.31376518218623484
8,voter,too_many_missing_determinants,47,0.0951417004048583
8,voter,usable_complete,166,0.3360323886639676
8,voter,usable_complete_limited_metadata,8,0.016194331983805668
8,voter,usable_partial,118,0.2388663967611336
9,abstention,no_determinants,56,0.11067193675889328
9,abstention,suspicious_determinants,2,0.003952569169960474
9,abstention,too_many_missing_determinants,4,0.007905138339920948
9,abstention,usable_complete,399,0.7885375494071146
9,abstention,usable_complete_limited_metadata,18,0.03557312252964427
9,abstention,usable_partial,25,0.04940711462450593
9,abstention,usable_partial_limited_metadata,2,0.003952569169960474
9,voter,no_determinants,153,0.3097165991902834
9,voter,suspicious_determinants,4,0.008097165991902834
9,voter,too_many_missing_determinants,49,0.09919028340080972
9,voter,usable_complete,158,0.31983805668016196
9,voter,usable_complete_limited_metadata,3,0.006072874493927126
9,voter,usable_partial,127,0.25708502024291496
10,abstention,no_determinants,50,0.09881422924901186
10,abstention,too_many_missing_determinants,5,0.009881422924901186
10,abstention,usable_complete,398,0.7865612648221344
10,abstention,usable_complete_limited_metadata,11,0.021739130434782608
10,abstention,usable_partial,38,0.07509881422924901
10,abstention,usable_partial_limited_metadata,4,0.007905138339920948
10,voter,no_determinants,153,0.3097165991902834
10,voter,suspicious_determinants,1,0.0020242914979757085
10,voter,too_many_missing_determinants,38,0.07692307692307693
10,voter,usable_complete,190,0.38461538461538464
10,voter,usable_complete_limited_metadata,3,0.006072874493927126
10,voter,usable_partial,109,0.22064777327935223
11,abstention,no_determinants,48,0.09486166007905138
11,abstention,too_many_missing_determinants,3,0.005928853754940711
11,abstention,usable_complete,405,0.8003952569169961
11,abstention,usable_complete_limited_metadata,11,0.021739130434782608
11,abstention,usable_partial,36,0.07114624505928854
11,abstention,usable_partial_limited_metadata,3,0.005928853754940711
11,voter,no_determinants,160,0.32388663967611336
11,voter,suspicious_determinants,2,0.004048582995951417
11,voter,too_many_missing_determinants,56,0.11336032388663968
11,voter,usable_complete,151,0.305668016194332
11,voter,usable_complete_limited_metadata,2,0.004048582995951417
11,voter,usable_partial,123,0.24898785425101214
12,abstention,no_determinants,38,0.07509881422924901
12,abstention,too_many_missing_determinants,2,0.003952569169960474
12,abstention,usable_complete,402,0.7944664031620553
12,abstention,usable_complete_limited_metadata,24,0.04743083003952569
12,abstention,usable_partial,32,0.06324110671936758
12,abstention,usable_partial_limited_metadata,8,0.015810276679841896
12,voter,no_determinants,156,0.3157894736842105
12,voter,suspicious_determinants,4,0.008097165991902834
12,voter,too_many_missing_determinants,48,0.09716599190283401
12,voter,usable_complete,157,0.31781376518218624
12,voter,usable_complete_limited_metadata,8,0.016194331983805668
12,voter,usable_partial,120,0.242914979757085
12,voter,usable_partial_limited_metadata,1,0.0020242914979757085
13,abstention,no_determinants,45,0.08893280632411067
13,abstention,too_many_missing_determinants,9,0.017786561264822136
13,abstention,usable_complete,397,0.7845849802371542
13,abstention,usable_complete_limited_metadata,17,0.03359683794466403
13,abstention,usable_partial,34,0.06719367588932806
13,abstention,usable_partial_limited_metadata,4,0.007905138339920948
13,voter,no_determinants,161,0.3259109311740891
13,voter,suspicious_determinants,1,0.0020242914979757085
13,voter,too_many_missing_determinants,41,0.08299595141700405
13,voter,usable_complete,159,0.32186234817813764
13,voter,usable_complete_limited_metadata,1,0.0020242914979757085
13,voter,usable_partial,131,0.2651821862348178
14,abstention,no_determinants,41,0.08102766798418973
14,abstention,suspicious_determinants,2,0.003952569169960474
14,abstention,too_many_missing_determinants,5,0.009881422924901186
14,abstention,usable_complete,402,0.7944664031620553
14,abstention,usable_complete_limited_metadata,19,0.037549407114624504
14,abstention,usable_partial,30,0.05928853754940711
14,abstention,usable_partial_limited_metadata,7,0.01383399209486166
14,voter,no_determinants,159,0.32186234817813764
14,voter,suspicious_determinants,4,0.008097165991902834
14,voter,too_many_missing_determinants,42,0.08502024291497975
14,voter,usable_complete,150,0.30364372469635625
14,voter,usable_complete_limited_metadata,3,0.006072874493927126
14,voter,usable_partial,136,0.27530364372469635
15,abstention,no_determinants,46,0.09090909090909091
15,abstention,too_many_missing_determinants,5,0.009881422924901186
15,abstention,usable_complete,390,0.7707509881422925
15,abstention,usable_complete_limited_metadata,12,0.023715415019762844
15,abstention,usable_partial,47,0.09288537549407115
15,abstention,usable_partial_limited_metadata,6,0.011857707509881422
15,voter,no_determinants,159,0.32186234817813764
15,voter,suspicious_determinants,1,0.0020242914979757085
15,voter,too_many_missing_determinants,40,0.08097165991902834
15,voter,usable_complete,158,0.31983805668016196
15,voter,usable_complete_limited_metadata,2,0.004048582995951417
15,voter,usable_partial,132,0.26720647773279355
15,voter,usable_partial_limited_metadata,2,0.004048582995951417
16,abstention,no_determinants,39,0.07707509881422925
16,abstention,too_many_missing_determinants,3,0.005928853754940711
16,abstention,usable_complete,403,0.7964426877470355
16,abstention,usable_complete_limited_metadata,22,0.043478260869565216
16,abstention,usable_partial,38,0.07509881422924901
16,abstention,usable_partial_limited_metadata,1,0.001976284584980237
16,voter,no_determinants,147,0.2975708502024291
16,voter,suspicious_determinants,4,0.008097165991902834
16,voter,too_many_missing_determinants,53,0.10728744939271255
16,voter,usable_complete,156,0.3157894736842105
16,voter,usable_complete_limited_metadata,3,0.006072874493927126
16,voter,usable_partial,131,0.2651821862348178
17,abstention,no_determinants,47,0.09288537549407115
17,abstention,suspicious_determinants,1,0.001976284584980237
17,abstention,too_many_missing_determinants,8,0.015810276679841896
17,abstention,usable_complete,400,0.7905138339920948
17,abstention,usable_complete_limited_metadata,17,0.03359683794466403
17,abstention,usable_partial,32,0.06324110671936758
17,abstention,usable_partial_limited_metadata,1,0.001976284584980237
17,voter,no_determinants,172,0.3481781376518219
17,voter,suspicious_determinants,3,0.006072874493927126
17,voter,too_many_missing_determinants,36,0.0728744939271255
17,voter,usable_complete,155,0.31376518218623484
17,voter,usable_complete_limited_metadata,6,0.012145748987854251
17,voter,usable_partial,122,0.24696356275303644
18,abstention,no_determinants,58,0.11462450592885376
18,abstention,too_many_missing_determinants,9,0.017786561264822136
18,abstention,usable_complete,376,0.7430830039525692
18,abstention,usable_complete_limited_metadata,21,0.041501976284584984
18,abstention,usable_partial,38,0.07509881422924901
18,abstention,usable_partial_limited_metadata,4,0.007905138339920948
18,voter,no_determinants,171,0.34615384615384615
18,voter,suspicious_determinants,2,0.004048582995951417
18,voter,too_many_missing_determinants,46,0.0931174089068826
18,voter,usable_complete,145,0.2935222672064777
18,voter,usable_complete_limited_metadata,2,0.004048582995951417
18,voter,usable_partial,128,0.2591093117408907
19,abstention,no_determinants,58,0.11462450592885376
19,abstention,too_many_missing_determinants,1,0.001976284584980237
19,abstention,usable_complete,407,0.8043478260869565
19,abstention,usable_complete_limited_metadata,16,0.03162055335968379
19,abstention,usable_partial,24,0.04743083003952569
19,voter,no_determinants,177,0.3582995951417004
19,voter,suspicious_determinants,3,0.006072874493927126
19,voter,too_many_missing_determinants,38,0.07692307692307693
19,voter,usable_complete,146,0.29554655870445345
19,voter,usable_complete_limited_metadata,2,0.004048582995951417
19,voter,usable_partial,128,0.2591093117408907
20,abstention,no_determinants,48,0.09486166007905138
20,abstention,suspicious_determinants,1,0.001976284584980237
20,abstention,too_many_missing_determinants,7,0.01383399209486166
20,abstention,usable_complete,407,0.8043478260869565
20,abstention,usable_complete_limited_metadata,12,0.023715415019762844
20,abstention,usable_partial,29,0.05731225296442688
20,abstention,usable_partial_limited_metadata,2,0.003952569169960474
20,voter,no_determinants,159,0.32186234817813764
20,voter,suspicious_determinants,3,0.006072874493927126
20,voter,too_many_missing_determinants,44,0.08906882591093117
20,voter,usable_complete,163,0.3299595141700405
20,voter,usable_complete_limited_metadata,2,0.004048582995951417
20,voter,usable_partial,123,0.24898785425101214
