method,matrix_name,d_det,d_hamming,prototype,center_pattern_key,center_active_determinants,center_weight,center_weight_pct,n_unique_patterns_in_ball,incremental_covered_weight,incremental_covered_pct,cumulative_covered_weight,cumulative_covered_pct,weighted_mean_hamming,max_hamming_in_ball,total_weight,n_unique_patterns,n_bootstraps,pool_weighting,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,odd_radius_redundant,radius_can_cover_any_pattern
EFA,matrix_32_ext_0_1,8,0,11,00100010110010001011000000000000,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_19_wellbeing; det_20_coziness,1.8357142857142856,0.36714285714284906,1,1.8357142857142856,0.36714285714284906,96.9809523809524,19.396190476190053,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,0,12,00010100000101010000001010000001,det_04_added_value; det_06_climate_protection; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_23_support; det_25_agreement; det_32_own_significance,1.7333333333333334,0.3466666666666591,1,1.7333333333333334,0.3466666666666591,98.71428571428574,19.742857142856714,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,1,1,00000000000000000000010101111110,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,47.452380952381,9.490476190475992,1,47.452380952381,9.490476190475992,47.452380952381,9.490476190475992,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,2,00000000000000000000010110111110,det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,26.87380952380951,5.374761904761784,1,26.87380952380951,5.374761904761784,74.3261904761905,14.865238095237775,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,3,00000000000010000000010100111110,det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,3.792857142857142,0.7585714285714117,1,3.792857142857142,0.7585714285714117,78.11904761904765,15.623809523809188,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,4,00000000000000000000011100111110,det_22_peer_pressure; det_23_support; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,3.5880952380952382,0.7176190476190318,1,3.5880952380952382,0.7176190476190318,81.70714285714288,16.341428571428217,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,5,10010100000001000000101010000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,2.475,0.4949999999999891,1,2.475,0.4949999999999891,84.18214285714288,16.836428571428208,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,6,00010100000101000000101010000001,det_04_added_value; det_06_climate_protection; det_12_own_competence; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,2.3511904761904763,0.4702380952380849,1,2.3511904761904763,0.4702380952380849,86.53333333333336,17.306666666666292,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,7,00010100000001000000101010100001,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_27_fun; det_32_own_significance,2.2428571428571424,0.44857142857141863,1,2.2428571428571424,0.44857142857141863,88.77619047619051,17.75523809523771,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,8,00010100000001000000111010000001,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_22_peer_pressure; det_23_support; det_25_agreement; det_32_own_significance,2.2345238095238096,0.44690476190475215,1,2.2345238095238096,0.44690476190475215,91.01071428571431,18.202142857142462,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,9,10101000110000100011000000000000,det_01_profits; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.067857142857143,0.41357142857141954,1,2.067857142857143,0.41357142857141954,93.07857142857145,18.61571428571388,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,10,00100001110010100011000000000000,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.066666666666667,0.4133333333333243,1,2.066666666666667,0.4133333333333243,95.14523809523811,19.029047619047205,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,11,00100010110010001011000000000000,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_19_wellbeing; det_20_coziness,1.8357142857142856,0.36714285714284906,1,1.8357142857142856,0.36714285714284906,96.9809523809524,19.396190476190053,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,1,12,00010100000101010000001010000001,det_04_added_value; det_06_climate_protection; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_23_support; det_25_agreement; det_32_own_significance,1.7333333333333334,0.3466666666666591,1,1.7333333333333334,0.3466666666666591,98.71428571428574,19.742857142856714,0,0,500.00000000001097,1866,100,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,2,1,00000000000000000000010101111110,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,47.452380952381,9.490476190475992,17,87.16666666666669,17.433333333332953,87.16666666666669,17.433333333332953,0.9112264408631516,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,2,10010100000001000000101010000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,2.475,0.4949999999999891,22,18.64285714285714,3.7285714285713456,105.80952380952382,21.1619047619043,1.7344827586206895,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,3,10101000110000100011000000000000,det_01_profits; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.067857142857143,0.41357142857141954,20,8.227380952380955,1.6454761904761548,114.03690476190478,22.807380952380452,1.4973231080885545,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,4,00100001110010100011000000000000,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.066666666666667,0.4133333333333243,21,12.883333333333331,2.5766666666666094,126.9202380952381,25.384047619047067,1.6791720569210866,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,5,00100010110010001011000000000000,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_19_wellbeing; det_20_coziness,1.8357142857142856,0.36714285714284906,24,12.97023809523809,2.594047619047561,139.8904761904762,27.97809523809462,1.7169343735658558,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,6,00010100000101010000001010000001,det_04_added_value; det_06_climate_protection; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_23_support; det_25_agreement; det_32_own_significance,1.7333333333333334,0.3466666666666591,26,12.441666666666663,2.4883333333332778,152.33214285714286,30.466428571427905,1.7213663764233085,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,7,00010100000001010000101000100001,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_16_commitment; det_21_rights_and_duties; det_23_support; det_27_fun; det_32_own_significance,1.6916666666666667,0.3383333333333259,21,9.039285714285711,1.8078571428571026,161.37142857142857,32.27428571428501,1.6257078888449898,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,8,00100001111000001011000000000000,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence; det_19_wellbeing; det_20_coziness,1.6178571428571429,0.32357142857142146,17,7.102380952380955,1.4204761904761596,168.4738095238095,33.69476190476116,1.5444183707676835,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,9,00010100000001000010011010000001,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_19_wellbeing; det_22_peer_pressure; det_23_support; det_25_agreement; det_32_own_significance,1.4595238095238094,0.29190476190475545,12,6.476190476190477,1.295238095238067,174.95,34.989999999999235,1.549264705882353,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,10,11011000000000000000001001100001,det_01_profits; det_02_credit_score; det_04_added_value; det_05_frugality; det_23_support; det_26_novelty; det_27_fun; det_32_own_significance,1.1857142857142857,0.23714285714285194,17,7.551190476190479,1.5102380952380627,182.50119047619046,36.50023809523729,1.685953019076147,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,11,00100011101010001000100000000000,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_21_rights_and_duties,1.069047619047619,0.2138095238095191,19,6.090476190476192,1.2180952380952115,188.59166666666664,37.7183333333325,1.648944487881157,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,2,12,11111000000000000000001100100000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_04_added_value; det_05_frugality; det_23_support; det_24_socialising; det_27_fun,1.0095238095238095,0.20190476190475748,16,6.00357142857143,1.2007142857142596,194.59523809523807,38.919047619046765,1.6636922466785642,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,3,1,00000000000000000000010101111110,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,47.452380952381,9.490476190475992,17,87.16666666666669,17.433333333332953,87.16666666666669,17.433333333332953,0.9112264408631516,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,2,10010100000001000000101010000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,2.475,0.4949999999999891,22,18.64285714285714,3.7285714285713456,105.80952380952382,21.1619047619043,1.7344827586206895,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,3,10101000110000100011000000000000,det_01_profits; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.067857142857143,0.41357142857141954,20,8.227380952380955,1.6454761904761548,114.03690476190478,22.807380952380452,1.4973231080885545,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,4,00100001110010100011000000000000,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.066666666666667,0.4133333333333243,21,12.883333333333331,2.5766666666666094,126.9202380952381,25.384047619047067,1.6791720569210866,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,5,00100010110010001011000000000000,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_19_wellbeing; det_20_coziness,1.8357142857142856,0.36714285714284906,24,12.97023809523809,2.594047619047561,139.8904761904762,27.97809523809462,1.7169343735658558,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,6,00010100000101010000001010000001,det_04_added_value; det_06_climate_protection; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_23_support; det_25_agreement; det_32_own_significance,1.7333333333333334,0.3466666666666591,26,12.441666666666663,2.4883333333332778,152.33214285714286,30.466428571427905,1.7213663764233085,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,7,00010100000001010000101000100001,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_16_commitment; det_21_rights_and_duties; det_23_support; det_27_fun; det_32_own_significance,1.6916666666666667,0.3383333333333259,21,9.039285714285711,1.8078571428571026,161.37142857142857,32.27428571428501,1.6257078888449898,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,8,00100001111000001011000000000000,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence; det_19_wellbeing; det_20_coziness,1.6178571428571429,0.32357142857142146,17,7.102380952380955,1.4204761904761596,168.4738095238095,33.69476190476116,1.5444183707676835,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,9,00010100000001000010011010000001,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_19_wellbeing; det_22_peer_pressure; det_23_support; det_25_agreement; det_32_own_significance,1.4595238095238094,0.29190476190475545,12,6.476190476190477,1.295238095238067,174.95,34.989999999999235,1.549264705882353,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,10,11011000000000000000001001100001,det_01_profits; det_02_credit_score; det_04_added_value; det_05_frugality; det_23_support; det_26_novelty; det_27_fun; det_32_own_significance,1.1857142857142857,0.23714285714285194,17,7.551190476190479,1.5102380952380627,182.50119047619046,36.50023809523729,1.685953019076147,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,11,00100011101010001000100000000000,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_21_rights_and_duties,1.069047619047619,0.2138095238095191,19,6.090476190476192,1.2180952380952115,188.59166666666664,37.7183333333325,1.648944487881157,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,3,12,11111000000000000000001100100000,det_01_profits; det_02_credit_score; det_03_risk_profile; det_04_added_value; det_05_frugality; det_23_support; det_24_socialising; det_27_fun,1.0095238095238095,0.20190476190475748,16,6.00357142857143,1.2007142857142596,194.59523809523807,38.919047619046765,1.6636922466785642,2,500.00000000001097,1866,100,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,4,1,00000000000000000000010101111110,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,47.452380952381,9.490476190475992,28,88.90476190476191,17.78095238095199,88.90476190476191,17.78095238095199,0.9716122121049808,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,2,10010100000001000000101010000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,2.475,0.4949999999999891,124,57.81190476190484,11.562380952380716,146.71666666666675,29.343333333332705,3.269428771467403,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,3,10101000110000100011000000000000,det_01_profits; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.067857142857143,0.41357142857141954,76,27.778571428571425,5.5557142857141635,174.49523809523816,34.89904761904687,3.258764035313278,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,4,00100010110010001011000000000000,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_19_wellbeing; det_20_coziness,1.8357142857142856,0.36714285714284906,112,36.05000000000005,7.209999999999851,210.5452380952382,42.10904761904671,3.2548048345551766,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,5,11011000000000000000001001100001,det_01_profits; det_02_credit_score; det_04_added_value; det_05_frugality; det_23_support; det_26_novelty; det_27_fun; det_32_own_significance,1.1857142857142857,0.23714285714285194,101,27.79404761904761,5.5588095238094,238.3392857142858,47.667857142856114,3.3713110892191724,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,6,00100011101010001000100000000000,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_21_rights_and_duties,1.069047619047619,0.2138095238095191,72,17.679761904761886,3.5359523809522995,256.0190476190477,51.20380952380841,3.2712948622988356,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,7,00010100000001010100110000000001,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_16_commitment; det_18_autonomy; det_21_rights_and_duties; det_22_peer_pressure; det_32_own_significance,0.9761904761904762,0.19523809523809096,30,8.571428571428577,1.7142857142856778,264.59047619047624,52.91809523809409,3.2502777777777765,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,8,00100001001010111100000000000000,det_03_risk_profile; det_08_trust; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy,0.8190476190476189,0.1638095238095202,75,17.485714285714263,3.4971428571427756,282.0761904761905,56.41523809523686,3.226443355119828,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,9,00000011001100011000100010000000,det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_25_agreement,0.6345238095238095,0.1269047619047591,38,7.520238095238101,1.504047619047587,289.5964285714286,57.91928571428445,3.4937470318189012,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,10,00000011110000100011000010000000,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness; det_25_agreement,0.6345238095238095,0.1269047619047591,13,3.097619047619047,0.6195238095237958,292.69404761904764,58.53880952380824,2.9654112221368183,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,11,00000011101000000000101001001000,det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_21_rights_and_duties; det_23_support; det_26_novelty; det_29_trends,0.6166666666666667,0.12333333333333063,16,3.7976190476190474,0.7595238095237928,296.4916666666667,59.29833333333203,2.941065830721003,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,4,12,10011010001000000000101100000000,det_01_profits; det_04_added_value; det_05_frugality; det_07_legal; det_11_knowledge; det_21_rights_and_duties; det_23_support; det_24_socialising,0.5928571428571429,0.11857142857142597,33,7.844047619047622,1.56880952380949,304.3357142857143,60.867142857141516,3.327970860525118,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,8,5,1,00000000000000000000010101111110,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,47.452380952381,9.490476190475992,28,88.90476190476191,17.78095238095199,88.90476190476191,17.78095238095199,0.9716122121049808,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,5,2,10010100000001000000101010000001,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,2.475,0.4949999999999891,124,57.81190476190484,11.562380952380716,146.71666666666675,29.343333333332705,3.269428771467403,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,5,3,10101000110000100011000000000000,det_01_profits; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.067857142857143,0.41357142857141954,76,27.778571428571425,5.5557142857141635,174.49523809523816,34.89904761904687,3.258764035313278,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,5,4,00100010110010001011000000000000,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_17_adherence; det_19_wellbeing; det_20_coziness,1.8357142857142856,0.36714285714284906,112,36.05000000000005,7.209999999999851,210.5452380952382,42.10904761904671,3.2548048345551766,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,5,5,11011000000000000000001001100001,det_01_profits; det_02_credit_score; det_04_added_value; det_05_frugality; det_23_support; det_26_novelty; det_27_fun; det_32_own_significance,1.1857142857142857,0.23714285714285194,101,27.79404761904761,5.5588095238094,238.3392857142858,47.667857142856114,3.3713110892191724,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_ext_0_1,8,5,6,00100011101010001000100000000000,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_21_rights_and_duties,1.069047619047619,0.2138095238095191,72,17.679761904761886,3.5359523809522995,256.0190476190477,51.20380952380841,3.2712948622988356,4,500.00000000001097,1866,100,equal_candidate,16,4,6,75,TRUE,FALSE
