"cluster","expert_row","vol_cluster","cluster_dets_all","vol_expert","expert_dets_all","vol_common","common_dets","pct_cluster_covered","pct_expert_covered"
2,"Fearful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",13,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES, OWN.SIGNIFICANCE",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING",66.6666666666667,76.9230769230769
2,"Stubborn",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",9,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, OWN.SIGNIFICANCE",5,"CREDIT.SCORE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",33.3333333333333,55.5555555555556
2,"Influencer",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",9,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, TRENDS, AUTHORITY",2,"CREDIT.SCORE, TECHNICAL.FIT",13.3333333333333,22.2222222222222
2,"Careful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, FRUGALITY, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING, COZINESS",14,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, SUPPORT, OWN.SIGNIFICANCE",11,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, AUTARKY, WELLBEING",73.3333333333333,78.5714285714286
3,"Early Adopter",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",7,"CREDIT.SCORE, KNOWLEDGE, PEER.PRESSURE, NOVELTY, FUN, TRENDS, AUTHORITY",2,"CREDIT.SCORE, KNOWLEDGE",13.3333333333333,28.5714285714286
3,"Uninterested",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",7,"LEGAL, SAFETY, TECHNICAL.FIT, SELF.SATISFACTION, WELLBEING, RIGHTS.AND.DUTIES, PEER.PRESSURE",2,"TECHNICAL.FIT, SELF.SATISFACTION",13.3333333333333,28.5714285714286
3,"Homo Economicus",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",11,"PROFITS, CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",7,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",46.6666666666667,63.6363636363636
3,"Fearful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",13,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES, OWN.SIGNIFICANCE",7,"CREDIT.SCORE, RISK.PROFILE, TRUST, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE",46.6666666666667,53.8461538461538
3,"Stubborn",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",9,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",53.3333333333333,88.8888888888889
3,"Influencer",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",9,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, TRENDS, AUTHORITY",2,"CREDIT.SCORE, TECHNICAL.FIT",13.3333333333333,22.2222222222222
3,"Careful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, CLIMATE.PROTECTION, TRUST, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, APPROVAL",14,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, SUPPORT, OWN.SIGNIFICANCE",10,"CREDIT.SCORE, RISK.PROFILE, TRUST, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY",66.6666666666667,71.4285714285714
4,"Early Adopter",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",7,"CREDIT.SCORE, KNOWLEDGE, PEER.PRESSURE, NOVELTY, FUN, TRENDS, AUTHORITY",2,"KNOWLEDGE, NOVELTY",13.3333333333333,28.5714285714286
4,"Uninterested",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",7,"LEGAL, SAFETY, TECHNICAL.FIT, SELF.SATISFACTION, WELLBEING, RIGHTS.AND.DUTIES, PEER.PRESSURE",5,"LEGAL, SAFETY, SELF.SATISFACTION, WELLBEING, RIGHTS.AND.DUTIES",33.3333333333333,71.4285714285714
4,"Homo Economicus",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",11,"PROFITS, CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",6,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE",40,54.5454545454545
4,"Fearful",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",13,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES, OWN.SIGNIFICANCE",9,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, KNOWLEDGE, OWN.COMPETENCE, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES",60,69.2307692307692
4,"Stubborn",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",9,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, OWN.SIGNIFICANCE",4,"OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE",26.6666666666667,44.4444444444444
4,"Influencer",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",9,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, TRENDS, AUTHORITY",1,"RIGHTS.AND.DUTIES",6.66666666666667,11.1111111111111
4,"Careful",15,"PROFITS, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, COZINESS, RIGHTS.AND.DUTIES, NOVELTY",14,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, SUPPORT, OWN.SIGNIFICANCE",9,"RISK.PROFILE, SAFETY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",60,64.2857142857143
5,"Early Adopter",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",7,"CREDIT.SCORE, KNOWLEDGE, PEER.PRESSURE, NOVELTY, FUN, TRENDS, AUTHORITY",2,"CREDIT.SCORE, KNOWLEDGE",20,28.5714285714286
5,"Uninterested",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",7,"LEGAL, SAFETY, TECHNICAL.FIT, SELF.SATISFACTION, WELLBEING, RIGHTS.AND.DUTIES, PEER.PRESSURE",2,"TECHNICAL.FIT, SELF.SATISFACTION",20,28.5714285714286
5,"Homo Economicus",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",11,"PROFITS, CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",7,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",70,63.6363636363636
5,"Fearful",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",13,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES, OWN.SIGNIFICANCE",7,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, KNOWLEDGE, TECHNICAL.FIT, ADHERENCE",70,53.8461538461538
5,"Stubborn",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",9,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, OWN.SIGNIFICANCE",5,"CREDIT.SCORE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",50,55.5555555555556
5,"Influencer",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",9,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, TRENDS, AUTHORITY",2,"CREDIT.SCORE, TECHNICAL.FIT",20,22.2222222222222
5,"Careful",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",14,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, SUPPORT, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, TRUST, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",80,57.1428571428571
6,"Early Adopter",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",7,"CREDIT.SCORE, KNOWLEDGE, PEER.PRESSURE, NOVELTY, FUN, TRENDS, AUTHORITY",4,"CREDIT.SCORE, KNOWLEDGE, FUN, AUTHORITY",26.6666666666667,57.1428571428571
6,"Uninterested",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",7,"LEGAL, SAFETY, TECHNICAL.FIT, SELF.SATISFACTION, WELLBEING, RIGHTS.AND.DUTIES, PEER.PRESSURE",4,"LEGAL, SAFETY, SELF.SATISFACTION, WELLBEING",26.6666666666667,57.1428571428571
6,"Homo Economicus",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",11,"PROFITS, CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT",7,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE",46.6666666666667,63.6363636363636
6,"Fearful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",13,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, WELLBEING, RIGHTS.AND.DUTIES, OWN.SIGNIFICANCE",8,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, KNOWLEDGE, OWN.COMPETENCE, WELLBEING",53.3333333333333,61.5384615384615
6,"Stubborn",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",9,"CREDIT.SCORE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, OWN.SIGNIFICANCE",3,"CREDIT.SCORE, OWN.COMPETENCE, SELF.SATISFACTION",20,33.3333333333333
6,"Influencer",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",9,"CREDIT.SCORE, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, TRENDS, AUTHORITY",2,"CREDIT.SCORE, AUTHORITY",13.3333333333333,22.2222222222222
6,"Careful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",14,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, SUPPORT, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, SAFETY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING",53.3333333333333,57.1428571428571
7,"Early Adopter",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",7,"CREDIT.SCORE, KNOWLEDGE, PEER.PRESSURE, NOVELTY, FUN, TRENDS, AUTHORITY",3,"CREDIT.SCORE, KNOWLEDGE, PEER.PRESSURE",20,42.8571428571429
7,"Uninterested",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",7,"LEGAL, SAFETY, TECHNICAL.FIT, SELF.SATISFACTION, WELLBEING, RIGHTS.AND.DUTIES, PEER.PRESSURE",5,"LEGAL, SAFETY, TECHNICAL.FIT, RIGHTS.AND.DUTIES, PEER.PRESSURE",33.3333333333333,71.4285714285714
